Ô»Õ_p,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,
ì¥»___ï,,,,5175,130,60,10600,250,110,5315,110,50,10475,300,105,940,310,290,1935,60,50,8685,195,90,50,,,,,,
691(nm),,,,1.54E-06,7.01E-05,1.38E-04,4.41E-07,2.15E-05,8.47E-05,4.58E-07,3.32E-05,1.05E-04,1.47E-06,7.29E-05,1.47E-04,7.26E-07,6.26E-05,1.36E-04,3.71E-06,1.37E-04,1.95E-04,4.43E-06,2.06E-04,2.85E-04,2.13E-04,,,,,,
692(nm),,,,1.54E-06,7.04E-05,1.39E-04,4.44E-07,2.17E-05,8.56E-05,4.64E-07,3.37E-05,1.06E-04,1.48E-06,7.32E-05,1.48E-04,7.43E-07,6.27E-05,1.36E-04,3.69E-06,1.38E-04,1.96E-04,4.46E-06,2.07E-04,2.87E-04,2.14E-04,,,,,,
693(nm),,,,1.53E-06,7.05E-05,1.39E-04,4.47E-07,2.18E-05,8.59E-05,4.76E-07,3.37E-05,1.06E-04,1.48E-06,7.34E-05,1.48E-04,7.30E-07,6.24E-05,1.37E-04,3.69E-06,1.38E-04,1.96E-04,4.45E-06,2.07E-04,2.87E-04,2.13E-04,,,,,,
694(nm),,,,1.53E-06,7.01E-05,1.37E-04,4.43E-07,2.16E-05,8.46E-05,4.72E-07,3.33E-05,1.04E-04,1.47E-06,7.21E-05,1.46E-04,7.13E-07,6.18E-05,1.36E-04,3.65E-06,1.36E-04,1.93E-04,4.39E-06,2.05E-04,2.83E-04,2.11E-04,,,,,,
695(nm),,,,1.49E-06,6.84E-05,1.34E-04,4.44E-07,2.10E-05,8.22E-05,4.52E-07,3.20E-05,1.02E-04,1.43E-06,7.05E-05,1.44E-04,6.97E-07,6.11E-05,1.32E-04,3.55E-06,1.32E-04,1.88E-04,4.27E-06,1.99E-04,2.77E-04,2.05E-04,,,,,,
696(nm),,,,1.45E-06,6.57E-05,1.29E-04,4.35E-07,2.04E-05,7.93E-05,4.37E-07,3.12E-05,9.80E-05,1.38E-06,6.75E-05,1.36E-04,6.88E-07,5.73E-05,1.26E-04,3.42E-06,1.27E-04,1.82E-04,4.10E-06,1.90E-04,2.64E-04,1.97E-04,,,,,,
697(nm),,,,1.37E-06,6.16E-05,1.22E-04,4.21E-07,1.93E-05,7.53E-05,4.40E-07,2.98E-05,9.35E-05,1.31E-06,6.39E-05,1.30E-04,6.49E-07,5.55E-05,1.20E-04,3.23E-06,1.20E-04,1.72E-04,3.89E-06,1.80E-04,2.49E-04,1.87E-04,,,,,,
698(nm),,,,1.32E-06,5.81E-05,1.16E-04,4.02E-07,1.84E-05,7.10E-05,4.28E-07,2.84E-05,8.70E-05,1.24E-06,6.01E-05,1.22E-04,6.46E-07,5.23E-05,1.15E-04,3.06E-06,1.13E-04,1.61E-04,3.67E-06,1.70E-04,2.35E-04,1.76E-04,,,,,,
699(nm),,,,1.25E-06,5.59E-05,1.10E-04,3.93E-07,1.74E-05,6.78E-05,4.06E-07,2.66E-05,8.37E-05,1.20E-06,5.75E-05,1.16E-04,6.26E-07,4.95E-05,1.08E-04,2.88E-06,1.07E-04,1.53E-04,3.49E-06,1.61E-04,2.24E-04,1.68E-04,,,,,,
700(nm),,,,1.20E-06,5.34E-05,1.04E-04,3.86E-07,1.69E-05,6.51E-05,3.95E-07,2.58E-05,8.00E-05,1.16E-06,5.49E-05,1.12E-04,6.15E-07,4.75E-05,1.03E-04,2.78E-06,1.03E-04,1.47E-04,3.34E-06,1.54E-04,2.14E-04,1.61E-04,,,,,,
701(nm),,,,1.16E-06,5.16E-05,1.00E-04,3.81E-07,1.65E-05,6.30E-05,3.96E-07,2.52E-05,7.78E-05,1.12E-06,5.31E-05,1.08E-04,6.03E-07,4.60E-05,1.01E-04,2.72E-06,9.95E-05,1.42E-04,3.24E-06,1.49E-04,2.07E-04,1.55E-04,,,,,,
702(nm),,,,1.15E-06,5.01E-05,9.77E-05,3.77E-07,1.62E-05,6.12E-05,3.99E-07,2.44E-05,7.58E-05,1.09E-06,5.15E-05,1.05E-04,5.98E-07,4.46E-05,9.76E-05,2.64E-06,9.71E-05,1.38E-04,3.16E-06,1.45E-04,2.01E-04,1.52E-04,,,,,,
703(nm),,,,1.12E-06,4.91E-05,9.54E-05,3.78E-07,1.57E-05,5.97E-05,4.02E-07,2.43E-05,7.34E-05,1.07E-06,5.02E-05,1.03E-04,5.93E-07,4.42E-05,9.54E-05,2.57E-06,9.45E-05,1.33E-04,3.09E-06,1.40E-04,1.95E-04,1.48E-04,,,,,,
704(nm),,,,1.10E-06,4.74E-05,9.37E-05,3.74E-07,1.56E-05,5.87E-05,3.95E-07,2.39E-05,7.16E-05,1.06E-06,4.89E-05,9.96E-05,5.87E-07,4.35E-05,9.24E-05,2.51E-06,9.17E-05,1.31E-04,3.00E-06,1.36E-04,1.90E-04,1.43E-04,,,,,,
705(nm),,,,1.09E-06,4.65E-05,9.09E-05,3.74E-07,1.52E-05,5.70E-05,3.88E-07,2.29E-05,7.04E-05,1.04E-06,4.80E-05,9.75E-05,5.79E-07,4.21E-05,9.04E-05,2.49E-06,8.87E-05,1.28E-04,2.93E-06,1.33E-04,1.87E-04,1.40E-04,,,,,,
706(nm),,,,1.08E-06,4.53E-05,8.87E-05,3.77E-07,1.50E-05,5.60E-05,3.89E-07,2.28E-05,6.86E-05,1.02E-06,4.67E-05,9.44E-05,5.74E-07,4.03E-05,8.88E-05,2.40E-06,8.65E-05,1.25E-04,2.87E-06,1.30E-04,1.81E-04,1.37E-04,,,,,,
707(nm),,,,1.05E-06,4.41E-05,8.69E-05,3.81E-07,1.44E-05,5.50E-05,3.95E-07,2.23E-05,6.81E-05,1.00E-06,4.57E-05,9.29E-05,5.66E-07,4.03E-05,8.63E-05,2.35E-06,8.49E-05,1.21E-04,2.79E-06,1.26E-04,1.75E-04,1.34E-04,,,,,,
708(nm),,,,1.05E-06,4.29E-05,8.44E-05,3.84E-07,1.43E-05,5.37E-05,3.94E-07,2.14E-05,6.56E-05,9.87E-07,4.40E-05,9.01E-05,5.60E-07,3.88E-05,8.27E-05,2.28E-06,8.21E-05,1.19E-04,2.73E-06,1.22E-04,1.70E-04,1.29E-04,,,,,,
709(nm),,,,1.02E-06,4.16E-05,8.22E-05,3.83E-07,1.41E-05,5.25E-05,4.04E-07,2.07E-05,6.39E-05,9.65E-07,4.32E-05,8.76E-05,5.80E-07,3.78E-05,8.18E-05,2.24E-06,8.09E-05,1.15E-04,2.66E-06,1.19E-04,1.65E-04,1.25E-04,,,,,,
710(nm),,,,1.01E-06,4.03E-05,7.95E-05,3.86E-07,1.38E-05,5.08E-05,4.02E-07,2.04E-05,6.13E-05,9.52E-07,4.22E-05,8.52E-05,5.86E-07,3.63E-05,7.94E-05,2.19E-06,7.80E-05,1.11E-04,2.58E-06,1.15E-04,1.60E-04,1.22E-04,,,,,,
711(nm),,,,9.85E-07,3.89E-05,7.70E-05,3.89E-07,1.34E-05,4.92E-05,4.01E-07,1.99E-05,5.89E-05,9.43E-07,4.06E-05,8.24E-05,5.67E-07,3.53E-05,7.80E-05,2.13E-06,7.45E-05,1.07E-04,2.51E-06,1.11E-04,1.55E-04,1.18E-04,,,,,,
712(nm),,,,9.68E-07,3.77E-05,7.47E-05,3.95E-07,1.29E-05,4.76E-05,4.01E-07,1.92E-05,5.76E-05,9.35E-07,3.93E-05,7.99E-05,5.91E-07,3.44E-05,7.52E-05,2.07E-06,7.23E-05,1.04E-04,2.45E-06,1.08E-04,1.51E-04,1.15E-04,,,,,,
713(nm),,,,9.55E-07,3.69E-05,7.26E-05,3.97E-07,1.27E-05,4.61E-05,4.10E-07,1.87E-05,5.63E-05,9.15E-07,3.80E-05,7.72E-05,5.85E-07,3.40E-05,7.17E-05,2.02E-06,7.00E-05,1.01E-04,2.39E-06,1.04E-04,1.46E-04,1.12E-04,,,,,,
714(nm),,,,9.42E-07,3.56E-05,7.02E-05,4.10E-07,1.22E-05,4.48E-05,4.25E-07,1.80E-05,5.39E-05,8.99E-07,3.68E-05,7.41E-05,5.86E-07,3.30E-05,7.04E-05,1.99E-06,6.78E-05,9.80E-05,2.32E-06,1.01E-04,1.40E-04,1.08E-04,,,,,,
715(nm),,,,9.33E-07,3.45E-05,6.75E-05,4.20E-07,1.19E-05,4.33E-05,4.33E-07,1.76E-05,5.24E-05,8.91E-07,3.57E-05,7.19E-05,6.00E-07,3.19E-05,6.75E-05,1.94E-06,6.53E-05,9.40E-05,2.26E-06,9.69E-05,1.36E-04,1.05E-04,,,,,,
716(nm),,,,9.22E-07,3.34E-05,6.52E-05,4.19E-07,1.16E-05,4.16E-05,4.36E-07,1.72E-05,5.06E-05,8.78E-07,3.44E-05,6.93E-05,5.89E-07,3.04E-05,6.52E-05,1.88E-06,6.29E-05,9.10E-05,2.21E-06,9.33E-05,1.31E-04,1.01E-04,,,,,,
717(nm),,,,9.15E-07,3.21E-05,6.17E-05,4.30E-07,1.14E-05,4.00E-05,4.46E-07,1.68E-05,4.87E-05,8.70E-07,3.30E-05,6.76E-05,6.00E-07,2.94E-05,6.26E-05,1.82E-06,6.12E-05,8.77E-05,2.13E-06,9.00E-05,1.26E-04,9.70E-05,,,,,,
718(nm),,,,9.10E-07,3.06E-05,6.02E-05,4.38E-07,1.09E-05,3.85E-05,4.56E-07,1.61E-05,4.67E-05,8.65E-07,3.18E-05,6.47E-05,6.17E-07,2.80E-05,6.04E-05,1.78E-06,5.86E-05,8.30E-05,2.08E-06,8.63E-05,1.20E-04,9.21E-05,,,,,,
719(nm),,,,8.97E-07,2.96E-05,5.73E-05,4.51E-07,1.04E-05,3.69E-05,4.61E-07,1.53E-05,4.51E-05,8.60E-07,3.04E-05,6.22E-05,5.98E-07,2.67E-05,5.78E-05,1.76E-06,5.58E-05,7.98E-05,2.01E-06,8.22E-05,1.16E-04,9.01E-05,,,,,,
720(nm),,,,8.92E-07,2.85E-05,5.49E-05,4.67E-07,9.91E-06,3.57E-05,4.70E-07,1.51E-05,4.36E-05,8.49E-07,2.92E-05,5.90E-05,6.11E-07,2.62E-05,5.56E-05,1.67E-06,5.42E-05,7.74E-05,1.95E-06,7.95E-05,1.10E-04,8.46E-05,,,,,,
721(nm),,,,8.78E-07,2.72E-05,5.26E-05,4.69E-07,9.59E-06,3.42E-05,4.80E-07,1.41E-05,4.13E-05,8.47E-07,2.79E-05,5.64E-05,6.24E-07,2.57E-05,5.35E-05,1.62E-06,5.16E-05,7.39E-05,1.91E-06,7.59E-05,1.06E-04,8.23E-05,,,,,,
722(nm),,,,8.67E-07,2.63E-05,5.11E-05,4.84E-07,9.27E-06,3.31E-05,4.91E-07,1.38E-05,3.99E-05,8.35E-07,2.70E-05,5.42E-05,6.15E-07,2.41E-05,5.14E-05,1.58E-06,4.95E-05,6.99E-05,1.84E-06,7.20E-05,1.01E-04,7.77E-05,,,,,,
723(nm),,,,8.61E-07,2.50E-05,4.85E-05,4.94E-07,9.00E-06,3.17E-05,5.16E-07,1.32E-05,3.87E-05,8.35E-07,2.58E-05,5.18E-05,5.99E-07,2.32E-05,4.90E-05,1.56E-06,4.69E-05,6.76E-05,1.80E-06,6.90E-05,9.64E-05,7.48E-05,,,,,,
724(nm),,,,8.66E-07,2.38E-05,4.60E-05,5.08E-07,8.71E-06,3.02E-05,5.33E-07,1.26E-05,3.74E-05,8.43E-07,2.45E-05,4.97E-05,6.57E-07,2.29E-05,4.69E-05,1.54E-06,4.51E-05,6.44E-05,1.75E-06,6.60E-05,9.27E-05,7.18E-05,,,,,,
725(nm),,,,8.75E-07,2.30E-05,4.48E-05,5.31E-07,8.48E-06,2.86E-05,5.43E-07,1.22E-05,3.61E-05,8.42E-07,2.35E-05,4.75E-05,6.75E-07,2.22E-05,4.47E-05,1.49E-06,4.32E-05,6.18E-05,1.71E-06,6.29E-05,8.91E-05,6.86E-05,,,,,,
726(nm),,,,8.75E-07,2.22E-05,4.27E-05,5.58E-07,8.19E-06,2.78E-05,5.72E-07,1.20E-05,3.39E-05,8.51E-07,2.26E-05,4.55E-05,7.05E-07,2.13E-05,4.31E-05,1.47E-06,4.10E-05,5.95E-05,1.68E-06,6.01E-05,8.53E-05,6.65E-05,,,,,,
727(nm),,,,8.89E-07,2.14E-05,4.13E-05,5.84E-07,7.88E-06,2.74E-05,5.96E-07,1.14E-05,3.25E-05,8.61E-07,2.19E-05,4.40E-05,7.22E-07,2.01E-05,4.25E-05,1.49E-06,3.96E-05,5.71E-05,1.67E-06,5.82E-05,8.22E-05,6.36E-05,,,,,,
728(nm),,,,9.02E-07,2.07E-05,3.95E-05,6.02E-07,7.69E-06,2.62E-05,6.16E-07,1.12E-05,3.18E-05,8.82E-07,2.10E-05,4.22E-05,7.56E-07,1.98E-05,4.03E-05,1.47E-06,3.89E-05,5.53E-05,1.65E-06,5.62E-05,7.87E-05,6.11E-05,,,,,,
729(nm),,,,9.29E-07,1.98E-05,3.84E-05,6.35E-07,7.50E-06,2.52E-05,6.51E-07,1.09E-05,3.04E-05,9.02E-07,2.01E-05,4.07E-05,7.74E-07,1.94E-05,3.87E-05,1.48E-06,3.67E-05,5.26E-05,1.64E-06,5.40E-05,7.65E-05,5.95E-05,,,,,,
730(nm),,,,9.51E-07,1.91E-05,3.79E-05,6.75E-07,7.23E-06,2.49E-05,6.93E-07,1.06E-05,2.98E-05,9.25E-07,1.96E-05,3.95E-05,7.81E-07,1.85E-05,3.81E-05,1.48E-06,3.63E-05,5.15E-05,1.63E-06,5.21E-05,7.38E-05,5.72E-05,,,,,,
731(nm),,,,9.88E-07,1.90E-05,3.54E-05,7.20E-07,7.08E-06,2.40E-05,7.17E-07,1.04E-05,2.91E-05,9.57E-07,1.91E-05,3.74E-05,8.19E-07,1.79E-05,3.71E-05,1.48E-06,3.48E-05,4.99E-05,1.63E-06,5.04E-05,7.16E-05,5.62E-05,,,,,,
732(nm),,,,1.03E-06,1.82E-05,3.57E-05,7.57E-07,6.96E-06,2.30E-05,7.59E-07,1.05E-05,2.87E-05,9.95E-07,1.88E-05,3.78E-05,8.87E-07,1.92E-05,3.72E-05,1.54E-06,3.39E-05,4.88E-05,1.65E-06,4.93E-05,6.91E-05,5.43E-05,,,,,,
733(nm),,,,1.06E-06,1.80E-05,3.48E-05,7.97E-07,7.06E-06,2.31E-05,8.13E-07,1.03E-05,2.77E-05,1.03E-06,1.81E-05,3.60E-05,9.51E-07,1.73E-05,3.55E-05,1.51E-06,3.35E-05,4.78E-05,1.67E-06,4.81E-05,6.63E-05,5.43E-05,,,,,,
734(nm),,,,1.11E-06,1.78E-05,3.43E-05,8.56E-07,6.87E-06,2.23E-05,8.92E-07,1.01E-05,2.65E-05,1.08E-06,1.79E-05,3.57E-05,9.80E-07,1.69E-05,3.53E-05,1.60E-06,3.23E-05,4.72E-05,1.71E-06,4.66E-05,6.65E-05,5.24E-05,,,,,,
735(nm),,,,1.16E-06,1.73E-05,3.38E-05,9.21E-07,6.79E-06,2.21E-05,9.33E-07,9.85E-06,2.66E-05,1.14E-06,1.77E-05,3.49E-05,1.03E-06,1.64E-05,3.37E-05,1.63E-06,3.23E-05,4.59E-05,1.76E-06,4.57E-05,6.43E-05,5.07E-05,,,,,,
736(nm),,,,1.21E-06,1.64E-05,3.11E-05,9.76E-07,6.00E-06,2.03E-05,9.84E-07,9.10E-06,2.49E-05,1.19E-06,1.69E-05,3.33E-05,1.08E-06,1.51E-05,3.23E-05,1.66E-06,3.06E-05,4.28E-05,1.79E-06,4.44E-05,6.25E-05,4.85E-05,,,,,,
737(nm),,,,1.28E-06,1.62E-05,3.09E-05,1.05E-06,6.09E-06,2.00E-05,1.05E-06,9.33E-06,2.46E-05,1.25E-06,1.66E-05,3.31E-05,1.16E-06,1.50E-05,3.07E-05,1.72E-06,3.04E-05,4.23E-05,1.86E-06,4.43E-05,6.18E-05,4.68E-05,,,,,,
738(nm),,,,1.36E-06,1.60E-05,3.05E-05,1.12E-06,6.27E-06,2.02E-05,1.14E-06,9.14E-06,2.48E-05,1.34E-06,1.65E-05,3.26E-05,1.25E-06,1.57E-05,3.09E-05,1.80E-06,3.01E-05,4.26E-05,1.92E-06,4.36E-05,6.01E-05,4.62E-05,,,,,,
739(nm),,,,1.45E-06,1.60E-05,3.06E-05,1.21E-06,6.38E-06,2.05E-05,1.23E-06,9.21E-06,2.47E-05,1.42E-06,1.63E-05,3.24E-05,1.38E-06,1.62E-05,3.08E-05,1.87E-06,2.95E-05,4.26E-05,1.99E-06,4.25E-05,5.92E-05,4.65E-05,,,,,,
740(nm),,,,1.57E-06,1.60E-05,3.05E-05,1.32E-06,6.57E-06,2.01E-05,1.34E-06,9.23E-06,2.51E-05,1.49E-06,1.64E-05,3.26E-05,1.50E-06,1.63E-05,3.03E-05,1.98E-06,2.92E-05,4.21E-05,2.08E-06,4.24E-05,5.97E-05,4.63E-05,,,,,,
741(nm),,,,1.69E-06,1.61E-05,3.11E-05,1.43E-06,6.58E-06,2.01E-05,1.44E-06,9.61E-06,2.53E-05,1.60E-06,1.66E-05,3.27E-05,1.57E-06,1.65E-05,2.99E-05,2.07E-06,2.98E-05,4.21E-05,2.18E-06,4.21E-05,5.89E-05,4.50E-05,,,,,,
742(nm),,,,1.78E-06,1.60E-05,3.01E-05,1.55E-06,6.82E-06,2.05E-05,1.56E-06,9.64E-06,2.50E-05,1.73E-06,1.64E-05,3.22E-05,1.68E-06,1.64E-05,3.11E-05,2.15E-06,3.01E-05,4.23E-05,2.28E-06,4.19E-05,5.84E-05,4.61E-05,,,,,,
743(nm),,,,1.89E-06,1.64E-05,3.03E-05,1.68E-06,7.05E-06,2.00E-05,1.71E-06,9.61E-06,2.45E-05,1.87E-06,1.63E-05,3.14E-05,1.84E-06,1.65E-05,3.23E-05,2.31E-06,2.97E-05,4.12E-05,2.42E-06,4.14E-05,5.77E-05,4.56E-05,,,,,,
744(nm),,,,2.05E-06,1.64E-05,3.10E-05,1.83E-06,7.10E-06,2.01E-05,1.85E-06,9.82E-06,2.51E-05,2.03E-06,1.63E-05,3.15E-05,1.97E-06,1.60E-05,3.22E-05,2.46E-06,2.92E-05,4.18E-05,2.54E-06,4.12E-05,5.82E-05,4.62E-05,,,,,,
745(nm),,,,2.21E-06,1.65E-05,3.07E-05,1.99E-06,7.57E-06,2.10E-05,2.04E-06,9.94E-06,2.44E-05,2.18E-06,1.66E-05,3.24E-05,2.12E-06,1.71E-05,3.16E-05,2.63E-06,2.93E-05,4.10E-05,2.71E-06,4.08E-05,5.86E-05,4.56E-05,,,,,,
746(nm),,,,2.40E-06,1.66E-05,3.04E-05,2.17E-06,7.48E-06,2.07E-05,2.17E-06,1.02E-05,2.50E-05,2.35E-06,1.67E-05,3.20E-05,2.24E-06,1.69E-05,3.05E-05,2.81E-06,2.85E-05,4.18E-05,2.85E-06,4.04E-05,5.71E-05,4.70E-05,,,,,,
747(nm),,,,2.58E-06,1.67E-05,3.11E-05,2.31E-06,7.55E-06,2.11E-05,2.36E-06,1.05E-05,2.48E-05,2.54E-06,1.67E-05,3.18E-05,2.50E-06,1.58E-05,3.25E-05,2.97E-06,2.91E-05,4.12E-05,3.06E-06,4.04E-05,5.70E-05,4.42E-05,,,,,,
748(nm),,,,2.77E-06,1.67E-05,3.06E-05,2.55E-06,7.76E-06,2.07E-05,2.56E-06,1.08E-05,2.53E-05,2.74E-06,1.68E-05,3.24E-05,2.69E-06,1.70E-05,3.12E-05,3.14E-06,2.91E-05,4.14E-05,3.24E-06,4.07E-05,5.70E-05,4.54E-05,,,,,,
749(nm),,,,3.00E-06,1.70E-05,3.06E-05,2.77E-06,7.95E-06,2.12E-05,2.79E-06,1.13E-05,2.62E-05,2.96E-06,1.69E-05,3.27E-05,2.96E-06,1.73E-05,3.27E-05,3.35E-06,2.96E-05,4.15E-05,3.44E-06,4.05E-05,5.63E-05,4.54E-05,,,,,,
750(nm),,,,3.22E-06,1.69E-05,2.99E-05,3.00E-06,8.21E-06,2.16E-05,3.02E-06,1.12E-05,2.57E-05,3.18E-06,1.70E-05,3.17E-05,3.17E-06,1.70E-05,3.08E-05,3.58E-06,2.94E-05,4.12E-05,3.68E-06,4.02E-05,5.54E-05,4.56E-05,,,,,,
751(nm),,,,3.45E-06,1.70E-05,3.03E-05,3.25E-06,8.55E-06,2.17E-05,3.27E-06,1.09E-05,2.54E-05,3.43E-06,1.73E-05,3.17E-05,3.43E-06,1.77E-05,3.24E-05,3.82E-06,3.00E-05,4.09E-05,3.92E-06,3.99E-05,5.53E-05,4.53E-05,,,,,,
752(nm),,,,3.71E-06,1.72E-05,3.06E-05,3.52E-06,8.83E-06,2.14E-05,3.52E-06,1.18E-05,2.55E-05,3.68E-06,1.76E-05,3.18E-05,3.65E-06,1.75E-05,3.21E-05,4.08E-06,2.92E-05,4.07E-05,4.17E-06,3.93E-05,5.46E-05,4.57E-05,,,,,,
753(nm),,,,4.00E-06,1.74E-05,3.05E-05,3.79E-06,8.95E-06,2.20E-05,3.80E-06,1.20E-05,2.60E-05,3.94E-06,1.76E-05,3.20E-05,3.95E-06,1.76E-05,3.20E-05,4.36E-06,2.89E-05,4.07E-05,4.43E-06,3.95E-05,5.38E-05,4.57E-05,,,,,,
754(nm),,,,4.27E-06,1.78E-05,3.08E-05,4.06E-06,9.38E-06,2.29E-05,4.09E-06,1.23E-05,2.64E-05,4.25E-06,1.78E-05,3.25E-05,4.24E-06,1.82E-05,3.29E-05,4.61E-06,2.93E-05,4.04E-05,4.74E-06,3.93E-05,5.36E-05,4.60E-05,,,,,,
755(nm),,,,4.58E-06,1.81E-05,3.17E-05,4.34E-06,9.67E-06,2.22E-05,4.39E-06,1.28E-05,2.60E-05,4.54E-06,1.80E-05,3.21E-05,4.58E-06,1.93E-05,3.21E-05,4.96E-06,2.89E-05,4.01E-05,5.03E-06,3.88E-05,5.41E-05,4.58E-05,,,,,,
756(nm),,,,4.87E-06,1.83E-05,3.18E-05,4.65E-06,1.02E-05,2.27E-05,4.70E-06,1.30E-05,2.64E-05,4.82E-06,1.81E-05,3.13E-05,4.84E-06,1.92E-05,3.17E-05,5.22E-06,2.92E-05,4.06E-05,5.28E-06,3.84E-05,5.36E-05,4.49E-05,,,,,,
757(nm),,,,5.19E-06,1.84E-05,3.13E-05,4.99E-06,1.04E-05,2.32E-05,5.02E-06,1.31E-05,2.72E-05,5.14E-06,1.82E-05,3.14E-05,5.16E-06,1.96E-05,3.21E-05,5.54E-06,3.00E-05,4.00E-05,5.61E-06,3.83E-05,5.30E-05,4.55E-05,,,,,,
758(nm),,,,5.53E-06,1.88E-05,3.08E-05,5.28E-06,1.07E-05,2.28E-05,5.37E-06,1.38E-05,2.70E-05,5.44E-06,1.81E-05,3.15E-05,5.48E-06,1.83E-05,3.34E-05,5.84E-06,2.92E-05,4.03E-05,5.92E-06,3.74E-05,5.23E-05,4.53E-05,,,,,,
759(nm),,,,5.90E-06,1.85E-05,3.13E-05,5.62E-06,1.09E-05,2.26E-05,5.69E-06,1.43E-05,2.65E-05,5.81E-06,1.83E-05,3.18E-05,5.87E-06,1.93E-05,3.37E-05,6.24E-06,2.98E-05,3.80E-05,6.23E-06,3.74E-05,5.15E-05,4.55E-05,,,,,,
760(nm),,,,6.23E-06,1.93E-05,3.06E-05,6.01E-06,1.12E-05,2.38E-05,6.07E-06,1.46E-05,2.73E-05,6.17E-06,1.84E-05,3.28E-05,6.22E-06,2.13E-05,3.35E-05,6.59E-06,2.92E-05,4.00E-05,6.63E-06,3.68E-05,5.21E-05,4.51E-05,,,,,,
761(nm),,,,6.57E-06,1.89E-05,2.96E-05,6.37E-06,1.22E-05,2.34E-05,6.41E-06,1.45E-05,2.68E-05,6.56E-06,1.91E-05,3.27E-05,6.63E-06,2.04E-05,3.17E-05,6.90E-06,2.98E-05,3.98E-05,6.92E-06,3.67E-05,5.04E-05,4.57E-05,,,,,,
762(nm),,,,6.94E-06,1.90E-05,3.00E-05,6.78E-06,1.21E-05,2.39E-05,6.83E-06,1.49E-05,2.74E-05,6.93E-06,1.90E-05,3.17E-05,6.98E-06,2.09E-05,3.14E-05,7.28E-06,2.89E-05,3.85E-05,7.29E-06,3.66E-05,5.14E-05,4.59E-05,,,,,,
763(nm),,,,7.40E-06,1.95E-05,3.13E-05,7.18E-06,1.26E-05,2.41E-05,7.25E-06,1.52E-05,2.70E-05,7.32E-06,1.89E-05,3.18E-05,7.40E-06,2.01E-05,3.27E-05,7.70E-06,2.92E-05,3.92E-05,7.70E-06,3.66E-05,4.91E-05,4.43E-05,,,,,,
764(nm),,,,7.81E-06,2.02E-05,3.09E-05,7.61E-06,1.30E-05,2.42E-05,7.66E-06,1.55E-05,2.81E-05,7.76E-06,1.95E-05,3.18E-05,7.91E-06,2.00E-05,3.42E-05,8.17E-06,2.84E-05,4.01E-05,8.11E-06,3.59E-05,4.92E-05,4.44E-05,,,,,,
765(nm),,,,8.25E-06,1.97E-05,3.06E-05,8.06E-06,1.31E-05,2.46E-05,8.10E-06,1.62E-05,2.91E-05,8.21E-06,1.95E-05,3.27E-05,8.35E-06,2.08E-05,3.44E-05,8.53E-06,2.86E-05,3.89E-05,8.52E-06,3.59E-05,4.87E-05,4.41E-05,,,,,,
766(nm),,,,8.70E-06,2.01E-05,3.11E-05,8.48E-06,1.36E-05,2.52E-05,8.53E-06,1.69E-05,2.89E-05,8.68E-06,1.98E-05,3.29E-05,8.74E-06,2.10E-05,3.43E-05,8.94E-06,2.89E-05,3.89E-05,8.96E-06,3.53E-05,4.84E-05,4.52E-05,,,,,,
767(nm),,,,9.18E-06,2.07E-05,3.22E-05,8.97E-06,1.41E-05,2.52E-05,9.00E-06,1.77E-05,2.91E-05,9.14E-06,2.00E-05,3.26E-05,9.28E-06,2.24E-05,3.30E-05,9.45E-06,2.95E-05,3.89E-05,9.44E-06,3.54E-05,4.78E-05,4.55E-05,,,,,,
768(nm),,,,9.68E-06,2.09E-05,3.24E-05,9.47E-06,1.45E-05,2.56E-05,9.48E-06,1.81E-05,2.82E-05,9.61E-06,2.02E-05,3.20E-05,9.79E-06,2.27E-05,3.16E-05,9.92E-06,2.93E-05,3.90E-05,9.93E-06,3.49E-05,4.72E-05,4.40E-05,,,,,,
769(nm),,,,1.02E-05,2.10E-05,3.16E-05,9.96E-06,1.52E-05,2.62E-05,1.00E-05,1.83E-05,3.04E-05,1.01E-05,2.07E-05,3.26E-05,1.03E-05,2.45E-05,3.42E-05,1.04E-05,2.99E-05,3.82E-05,1.04E-05,3.53E-05,4.75E-05,4.47E-05,,,,,,
770(nm),,,,1.07E-05,2.17E-05,3.18E-05,1.05E-05,1.61E-05,2.65E-05,1.05E-05,1.88E-05,2.99E-05,1.06E-05,2.12E-05,3.30E-05,1.08E-05,2.36E-05,3.33E-05,1.09E-05,2.99E-05,3.90E-05,1.09E-05,3.47E-05,4.74E-05,4.51E-05,,,,,,
771(nm),,,,1.12E-05,2.17E-05,3.18E-05,1.10E-05,1.63E-05,2.73E-05,1.11E-05,1.85E-05,3.08E-05,1.11E-05,2.14E-05,3.29E-05,1.13E-05,2.70E-05,3.37E-05,1.16E-05,3.02E-05,3.87E-05,1.14E-05,3.44E-05,4.69E-05,4.48E-05,,,,,,
772(nm),,,,1.18E-05,2.20E-05,3.22E-05,1.16E-05,1.67E-05,2.74E-05,1.17E-05,1.93E-05,3.04E-05,1.16E-05,2.20E-05,3.35E-05,1.20E-05,2.60E-05,3.41E-05,1.19E-05,3.14E-05,3.96E-05,1.20E-05,3.45E-05,4.66E-05,4.26E-05,,,,,,
